ï»¿createdAt,fullText,author/id,author/location,text_preprocessing1,text_preprocessing_no_punctuation,text_no_stopwords,text_lemmatized
3/4/25,@Clarksterh @shellenberger You donât understand global taxation. The âpoorâ are most harmed by importing from foreign producers. They are further harmed when every other country charges a VAT on US imports - which acts as a tariff on US production.  Our global trade deficits have been funding the social,1664424005372198914,,  You dont understand global taxation. The poor are most harmed by importing from foreign producers. They are further harmed when every other country charges a VAT on US imports - which acts as a tariff on US production.  Our global trade deficits have been funding the social,  you dont understand global taxation the poor are most harmed by importing from foreign producers they are further harmed when every other country charges a vat on us imports  which acts as a tariff on us production  our global trade deficits have been funding the social,dont understand global taxation poor harmed importing foreign producers harmed country charges vat imports acts tariff production global trade deficits funding social,dont understand global taxation poor harm import foreign producer harm country charge vat import act tariff production global trade deficit fund social
3/4/25,"@shawnrbhatti @JohanMorri89642 @IcyVert If china sells product X for $10 and US sells product X for $15 and we tariff china causing them to raise prices to $20 to offset the profit margins, US product X will increase to $19.50 and stay the cheaper option while still increasing prices",1862848280604135424,,"   If china sells product X for $ and US sells product X for $ and we tariff china causing them to raise prices to $ to offset the profit margins, US product X will increase to $. and stay the cheaper option while still increasing prices",   if china sells product x for  and us sells product x for  and we tariff china causing them to raise prices to  to offset the profit margins us product x will increase to  and stay the cheaper option while still increasing prices,china sells product x sells product x tariff china causing raise prices offset profit margins product x increase stay cheaper option increasing prices,china sell product x sell product x tariff china cause raise price offset profit margin product x increase stay cheap option increase price
3/4/25,"@SubBrief Because the US, donât get off our ass unless we absolutely have to. If we donât do the âTariff thingyâ first we argue for generations the pros and cons of on-shoring and never do anything. And thatâs bad because warfare speed and lethality is only getting âfasterâ",1242515946943795205,Texas USA," Because the US, dont get off our ass unless we absolutely have to. If we dont do the Tariff thingy first we argue for generations the pros and cons of on-shoring and never do anything. And thats bad because warfare speed and lethality is only getting faster", because the us dont get off our ass unless we absolutely have to if we dont do the tariff thingy first we argue for generations the pros and cons of onshoring and never do anything and thats bad because warfare speed and lethality is only getting faster,dont ass unless absolutely dont tariff thingy argue generations pros cons onshoring thats bad warfare speed lethality getting faster,dont as unless absolutely dont tariff thingy argue generation pros con onshoring thats bad warfare speed lethality get faster
3/4/25,@therealmrbench He is using the USA tariff as an excuse to punish all of us.,1084190381401669634,"Ottawa, Ontario", He is using the USA tariff as an excuse to punish all of us., he is using the usa tariff as an excuse to punish all of us,using usa tariff excuse punish,use usa tariff excuse punish
3/4/25,@ThomasSowell We betrayed you by giving you a reciprocal tariff when you also tariff us? It doesnât matter Canada is fucked. Anyways their economy is just garbage and their tax to death sinking ship.,1837762637410848771,, We betrayed you by giving you a reciprocal tariff when you also tariff us? It doesnt matter Canada is fucked. Anyways their economy is just garbage and their tax to death sinking ship., we betrayed you by giving you a reciprocal tariff when you also tariff us it doesnt matter canada is fucked anyways their economy is just garbage and their tax to death sinking ship,betrayed giving reciprocal tariff tariff doesnt matter canada fucked anyways economy just garbage tax death sinking ship,betray give reciprocal tariff tariff doesnt matter canada fuck anyways economy just garbage tax death sinking ship
3/4/25,@mattgaetz New Zealands average tariff on US goods is 1.9%.,1595240162421747713,"New Zealand, Maunga Ruapehu.", New Zealands average tariff on US goods is .%., new zealands average tariff on us goods is ,new zealands average tariff goods,new zealand average tariff good
3/4/25,These Trojan Horses want to maintain low tariffs in America to make easier the sale of their products in the US at the expense of American jobs. Companies will move to higher-tariff countries to sell in lower-tariff countries.,1722232730640150528,,These Trojan Horses want to maintain low tariffs in America to make easier the sale of their products in the US at the expense of American jobs. Companies will move to higher-tariff countries to sell in lower-tariff countries.,these trojan horses want to maintain low tariffs in america to make easier the sale of their products in the us at the expense of american jobs companies will move to highertariff countries to sell in lowertariff countries,trojan horses want maintain low tariffs america make easier sale products expense american jobs companies highertariff countries sell lowertariff countries,trojan horse want maintain low tariff america make easy sale product expense american job company highertariff country sell lowertariff country
3/4/25,"@RandPaul Time to cut RNC campaign funds to every single one of these betrayers who believe it's okay for other countries to tariff the US but not the other way around. 

No more funds for dead weight. Get rid of these people.",1518750278442438656,," Time to cut RNC campaign funds to every single one of these betrayers who believe it's okay for other countries to tariff the US but not the other way around. 

No more funds for dead weight. Get rid of these people."," time to cut rnc campaign funds to every single one of these betrayers who believe its okay for other countries to tariff the us but not the other way around 

no more funds for dead weight get rid of these people",time cut rnc campaign funds single betrayers believe okay countries tariff way funds dead weight rid people,time cut rnc campaign fund single betrayer believe okay country tariff way fund dead weight rid people
3/4/25,@grok @SenSchumer so if every country that currently has a tariff against us agrees to remove their tariff because of reciprocal tariffs how is that going to impact the cost of goods within the United States over a 5-year period,1564786135301120000,Poseidon's living room,  so if every country that currently has a tariff against us agrees to remove their tariff because of reciprocal tariffs how is that going to impact the cost of goods within the United States over a -year period,  so if every country that currently has a tariff against us agrees to remove their tariff because of reciprocal tariffs how is that going to impact the cost of goods within the united states over a year period,country currently tariff agrees remove tariff reciprocal tariffs going impact cost goods united states year period,country currently tariff agrees remove tariff reciprocal tariff go impact cost good unite state year period
3/4/25,"@JasonHanson2028 @Crop_Ins_Guy @RpsAgainstTrump Itâs not clear that itâs actually being addressed now. Say a tshirt can be made in Vietnam for $2 and the US for $10. Even with a tariff, the Vietnamese shirt is still less than $3. Walmart will still buy the much cheaper Vietnamese shirt and pass along the extra $1 to consumers.",794232324904742913,,"   Its not clear that its actually being addressed now. Say a tshirt can be made in Vietnam for $ and the US for $. Even with a tariff, the Vietnamese shirt is still less than $. Walmart will still buy the much cheaper Vietnamese shirt and pass along the extra $ to consumers.",   its not clear that its actually being addressed now say a tshirt can be made in vietnam for  and the us for  even with a tariff the vietnamese shirt is still less than  walmart will still buy the much cheaper vietnamese shirt and pass along the extra  to consumers,clear actually addressed say tshirt vietnam tariff vietnamese shirt walmart buy cheaper vietnamese shirt pass extra consumers,clear actually address say tshirt vietnam tariff vietnamese shirt walmart buy cheap vietnamese shirt pas extra consumer
3/4/25,@kelvmackenzie Trump himself had said that Starmer has been very constructive and fair to the US and this will make a difference to the tariff charged.,420279575,, Trump himself had said that Starmer has been very constructive and fair to the US and this will make a difference to the tariff charged., trump himself had said that starmer has been very constructive and fair to the us and this will make a difference to the tariff charged,trump said starmer constructive fair make difference tariff charged,trump say starmer constructive fair make difference tariff charge
3/4/25,"@Katsumirei90 @catturd2 Greedy manufacturers sent jobs overseas to make higher profit margins. Simple. Now they can pay for it. Either by consumers not paying for their higher prices, bringing manufacturing back to the US, or eating the tariff. There are choices.",1825732329333207042,Washington state,"  Greedy manufacturers sent jobs overseas to make higher profit margins. Simple. Now they can pay for it. Either by consumers not paying for their higher prices, bringing manufacturing back to the US, or eating the tariff. There are choices.",  greedy manufacturers sent jobs overseas to make higher profit margins simple now they can pay for it either by consumers not paying for their higher prices bringing manufacturing back to the us or eating the tariff there are choices,greedy manufacturers sent jobs overseas make higher profit margins simple pay consumers paying higher prices bringing manufacturing eating tariff choices,greedy manufacturer send job overseas make high profit margin simple pay consumer pay high price bring manufacture eat tariff choice
3/4/25,"@Tbailey_59 @GeorgeGammon Do you still not understand that China DOES NOT have a 67% tariff on us goods? That's a number completely made up by the trump admin based on a trade deficit in goods with china, because their labor is cheaper and we buy their stuff. 

What the fuck do you mean by 1:1 response?",87082931,"Charlotte, NC","  Do you still not understand that China DOES NOT have a % tariff on us goods? That's a number completely made up by the trump admin based on a trade deficit in goods with china, because their labor is cheaper and we buy their stuff. 

What the fuck do you mean by : response?","  do you still not understand that china does not have a  tariff on us goods thats a number completely made up by the trump admin based on a trade deficit in goods with china because their labor is cheaper and we buy their stuff 

what the fuck do you mean by  response",understand china does tariff goods thats number completely trump admin based trade deficit goods china labor cheaper buy stuff fuck mean response,understand china do tariff good thats number completely trump admin base trade deficit good china labor cheap buy stuff fuck mean response
3/4/25,"@MGLH @telegram The new tariff rates have mixed effects on the US. They aim to protect industries like autos and steel, potentially boosting jobs, but raise consumer prices for imported goods. Economic analysis suggests a 0.5% GDP growth drag in 2025-2026, with risks of trade retaliation hurting",1720665183188922368,wherever you are,"  The new tariff rates have mixed effects on the US. They aim to protect industries like autos and steel, potentially boosting jobs, but raise consumer prices for imported goods. Economic analysis suggests a .% GDP growth drag in -, with risks of trade retaliation hurting",  the new tariff rates have mixed effects on the us they aim to protect industries like autos and steel potentially boosting jobs but raise consumer prices for imported goods economic analysis suggests a  gdp growth drag in  with risks of trade retaliation hurting,new tariff rates mixed effects aim protect industries like autos steel potentially boosting jobs raise consumer prices imported goods economic analysis suggests gdp growth drag risks trade retaliation hurting,new tariff rate mixed effect aim protect industry like auto steel potentially boost job raise consumer price import good economic analysis suggest gdp growth drag risk trade retaliation hurt
3/4/25,Trumpâs âidioticâ and flawed tariff calculations stun economists. US trade tariffs are not about addressing obstacles to US exports but the Trump administrationâs frustration that US products are not as competitive as many foreign products imported into US https://t.co/I1uvvizPAb,1094548307869880322,South Korea,Trumps idiotic and flawed tariff calculations stun economists. US trade tariffs are not about addressing obstacles to US exports but the Trump administrations frustration that US products are not as competitive as many foreign products imported into US ,trumps idiotic and flawed tariff calculations stun economists us trade tariffs are not about addressing obstacles to us exports but the trump administrations frustration that us products are not as competitive as many foreign products imported into us ,trumps idiotic flawed tariff calculations stun economists trade tariffs addressing obstacles exports trump administrations frustration products competitive foreign products imported,trump idiotic flaw tariff calculation stun economist trade tariff address obstacle export trump administration frustration product competitive foreign product import
3/4/25,"Morning News
&gt; Trump Tariffs Handy List
&gt; Wales Increase Food Prices For Poor
&gt; Bowls England Bid For World Cup
Read All About It
https://t.co/wjYpit6U1J
All Free All The Time
#HackneyBooks #TrumpTariff #FoodPrice #Bowls https://t.co/lXw9MZlRcb",873069102536966144,Hackney,"Morning News
&gt; Trump Tariffs Handy List
&gt; Wales Increase Food Prices For Poor
&gt; Bowls England Bid For World Cup
Read All About It

All Free All The Time
    ","morning news
gt trump tariffs handy list
gt wales increase food prices for poor
gt bowls england bid for world cup
read all about it

all free all the time
    ",morning news gt trump tariffs handy list gt wales increase food prices poor gt bowls england bid world cup read free time,morning news gt trump tariff handy list gt wales increase food price poor gt bowl england bid world cup read free time
3/4/25,If somebody can list even one single company whose Revenue can be estimated to rise after #TrumpTariff I will immediately wire â¹5000/-. Sorry folks there is none. Some will see huge pressure some little but everybody will see a dip. Thus its a recessionary tariff. #Nifty50,1801476255721857024,,If somebody can list even one single company whose Revenue can be estimated to rise after  I will immediately wire /-. Sorry folks there is none. Some will see huge pressure some little but everybody will see a dip. Thus its a recessionary tariff. ,if somebody can list even one single company whose revenue can be estimated to rise after  i will immediately wire  sorry folks there is none some will see huge pressure some little but everybody will see a dip thus its a recessionary tariff ,somebody list single company revenue estimated rise immediately wire sorry folks huge pressure little everybody dip recessionary tariff,somebody list single company revenue estimate rise immediately wire sorry folk huge pressure little everybody dip recessionary tariff
3/4/25,"#TrumpTariff Impact | #BharatForge, #Samvardhana stocks fall as 25% tariff on auto parts spooks traders. #NDTVProfitStocks

Read: https://t.co/IM6u1Cb0h5 https://t.co/18tfA238r2",714731566828793857,"Mumbai, India"," Impact | ,  stocks fall as % tariff on auto parts spooks traders. 

Read:  "," impact    stocks fall as  tariff on auto parts spooks traders 

read  ",impact stocks fall tariff auto parts spooks traders read,impact stock fall tariff auto part spook trader read
3/4/25,"The recent #TrumpTariff move and #ReciprocalTariffs on #IndianExports show how #Geopolitics and #TradeWars impact #GlobalEconomies.
As educators, letâs help students understand #InternationalRelations,#EconomicPolicy &amp; #GlobalTrade â not just from textbooks, but from real events.",297833026,India,"The recent  move and  on  show how  and  impact .
As educators, lets help students understand , &amp;   not just from textbooks, but from real events.","the recent  move and  on  show how  and  impact 
as educators lets help students understand  amp   not just from textbooks but from real events",recent impact educators lets help students understand amp just textbooks real events,recent impact educator let help student understand amp just textbooks real event
3/4/25,Here is the #TrumpTariff Golden age for America! https://t.co/ZLWhHHkZNG,14673251,Bengaluru,Here is the  Golden age for America! ,here is the  golden age for america ,golden age america,golden age america
3/4/25,"Trump slaps India with a 26% tariff, half of its 52% levy on US goods! Trade war heats up, but Indiaâs edge holds vs rivals#TrumpTariff #IndiaTrade #26Percent #FinanceNews #MarketUpdate #Investing #GlobalTrade #StockMarket #NSE #BSE #StocksToWatch #TradeWar #China #Vietnam #EU https://t.co/d9ecmyHL3b",1873059916753383424,,"Trump slaps India with a % tariff, half of its % levy on US goods! Trade war heats up, but Indias edge holds vs rivals               ",trump slaps india with a  tariff half of its  levy on us goods trade war heats up but indias edge holds vs rivals               ,trump slaps india tariff half levy goods trade war heats indias edge holds vs rivals,trump slap india tariff half levy good trade war heat indias edge hold vs rival
3/4/25,#TrumpTariff impact on India: Consider your performance in a Sports with two legs and two arms and with two legs but without arms. This is what happens. Whole global economic architecture goes for a toss &amp; impact comes from places nobody can even imagine. #Nifty50,1801476255721857024,, impact on India: Consider your performance in a Sports with two legs and two arms and with two legs but without arms. This is what happens. Whole global economic architecture goes for a toss &amp; impact comes from places nobody can even imagine. , impact on india consider your performance in a sports with two legs and two arms and with two legs but without arms this is what happens whole global economic architecture goes for a toss amp impact comes from places nobody can even imagine ,impact india consider performance sports legs arms legs arms happens global economic architecture goes toss amp impact comes places imagine,impact india consider performance sport legs arm legs arm happen global economic architecture go toss amp impact come place imagine
3/4/25,"Indian exporters will face relatively fewer troubles, say economists, as US tariffs kick in

Read @ANI Story | https://t.co/04hKiwBGRA
#Economists #TrumpTariff https://t.co/iV7LntSXiF",817976607398731776,India,"Indian exporters will face relatively fewer troubles, say economists, as US tariffs kick in

Read  Story | 
  ","indian exporters will face relatively fewer troubles say economists as us tariffs kick in

read  story  
  ",indian exporters face relatively fewer troubles say economists tariffs kick read story,indian exporter face relatively few trouble say economist tariff kick read story
3/4/25,"Right after Trump announced the reciprocal tariffs, China urged the U.S. to cancel them. The Chinese Commerce Ministry stated that they firmly oppose the move and will take countermeasures to safeguard their rights and interests.#Watch 

#china #us #trumptariff #ChineseMinistry https://t.co/x3RitIy0fR",631810714,,"Right after Trump announced the reciprocal tariffs, China urged the U.S. to cancel them. The Chinese Commerce Ministry stated that they firmly oppose the move and will take countermeasures to safeguard their rights and interests. 

    ","right after trump announced the reciprocal tariffs china urged the us to cancel them the chinese commerce ministry stated that they firmly oppose the move and will take countermeasures to safeguard their rights and interests 

    ",right trump announced reciprocal tariffs china urged cancel chinese commerce ministry stated firmly oppose countermeasures safeguard rights interests,right trump announce reciprocal tariff china urge cancel chinese commerce ministry state firmly oppose countermeasure safeguard right interest
3/4/25,"â¡ Shocker for Maharashtra power consumers! #MSEB suspends rate cutâRs 850 bill stays Rs 1000. Amid Waqf Bill row &amp; Trumpâs 26% tariff on India, rising costs hit hard.  #ElectricityBill #Mahavitaran #WaqfBill #TrumpTariff",2308377386,India," Shocker for Maharashtra power consumers!  suspends rate cutRs  bill stays Rs . Amid Waqf Bill row &amp; Trumps % tariff on India, rising costs hit hard.     ", shocker for maharashtra power consumers  suspends rate cutrs  bill stays rs  amid waqf bill row amp trumps  tariff on india rising costs hit hard     ,shocker maharashtra power consumers suspends rate cutrs stays rs amid waqf row amp trumps tariff india rising costs hit hard,shocker maharashtra power consumer suspend rate cutrs stay r amid waqf row amp trump tariff india rise cost hit hard
3/4/25,"Will this slow down Indiaâs economy? Not likelyâbut it does create short-term challenges!

What do you think? Will this hurt Indian businesses or will they adapt?  #TrumpTariff #IndiaEconomy",1411748834485563392,"Noida , Delhi NCR","Will this slow down Indias economy? Not likelybut it does create short-term challenges!

What do you think? Will this hurt Indian businesses or will they adapt?   ","will this slow down indias economy not likelybut it does create shortterm challenges

what do you think will this hurt indian businesses or will they adapt   ",slow indias economy likelybut does create shortterm challenges think hurt indian businesses adapt,slow india economy likelybut do create shortterm challenge think hurt indian business adapt
3/4/25,Trump just imposed a 26% tariff on Indian imports! Letâs break down which sectors will be hit the hardest. #India #TrumpTariff #TrumpTariffs,1411748834485563392,"Noida , Delhi NCR",Trump just imposed a % tariff on Indian imports! Lets break down which sectors will be hit the hardest.   ,trump just imposed a  tariff on indian imports lets break down which sectors will be hit the hardest   ,trump just imposed tariff indian imports lets break sectors hit hardest,trump just impose tariff indian import let break sector hit hard
3/4/25,"Market Expert #NischalMaheshwari decodes the impact of Trump's tariffs decision on the Indian market, in a conversation with News9's @kartikmalhotra 

#market #indianmarket #trump #trumptariff #unitedstates https://t.co/OR0CT1zazZ",633485882,NOIDA,"Market Expert  decodes the impact of Trump's tariffs decision on the Indian market, in a conversation with News's  

     ","market expert  decodes the impact of trumps tariffs decision on the indian market in a conversation with newss  

     ",market expert decodes impact trumps tariffs decision indian market conversation newss,market expert decodes impact trumps tariff decision indian market conversation news
3/4/25,"President Trump has detonated the foundation of modern global commerce by announcing sweeping tariffs on nearly all imports â a move that risks triggering a dangerous global slowdown.

#TrumpTariff #GlobalTrade #USA #China #Japan #UK

https://t.co/nH5pSouDW0",1859910395307192320,,"President Trump has detonated the foundation of modern global commerce by announcing sweeping tariffs on nearly all imports  a move that risks triggering a dangerous global slowdown.

     

","president trump has detonated the foundation of modern global commerce by announcing sweeping tariffs on nearly all imports  a move that risks triggering a dangerous global slowdown

     

",president trump detonated foundation modern global commerce announcing sweeping tariffs nearly imports risks triggering dangerous global slowdown,president trump detonate foundation modern global commerce announce sweeping tariff nearly import risk trigger dangerous global slowdown
3/4/25,"#TrumpTariff Announcement: Tata Motors, Samvardhana Motherson, Eicher Motors Among Auto #Stocks In Focus

#DonaldTrump #TariffWar #Tariffs 

https://t.co/GZCs9m3QNU",6509832,India," Announcement: Tata Motors, Samvardhana Motherson, Eicher Motors Among Auto  In Focus

   

"," announcement tata motors samvardhana motherson eicher motors among auto  in focus

   

",announcement tata motors samvardhana motherson eicher motors auto focus,announcement tata motor samvardhana motherson eicher motor auto focus
3/4/25,"Trade Minister Todd McClay does not understand where US President Donald Trump has got his numbers from; Trump claimed NZ imposed 20% tariffs on American imports. Full story on NBR: https://t.co/1oZQE90Rdm
#NBR #Tariffs #TradeWar #USNewZealandTrade #TrumpTariff https://t.co/WZqnTNas4Y",19576432,New Zealand,"Trade Minister Todd McClay does not understand where US President Donald Trump has got his numbers from; Trump claimed NZ imposed % tariffs on American imports. Full story on NBR: 
     ","trade minister todd mcclay does not understand where us president donald trump has got his numbers from trump claimed nz imposed  tariffs on american imports full story on nbr 
     ",trade minister todd mcclay does understand president donald trump got numbers trump claimed nz imposed tariffs american imports story nbr,trade minister todd mcclay do understand president donald trump get number trump claim nz impose tariff american import story nbr
3/4/25,#DonaldTrump finally imposed #TrumpTariff on 180 countries. The reality check begins for the world &amp; those who thought it's all his election gimmick. US will also get a reality check in coming months. The World order as it existed for last 29 yrs is being demolished for a new,1339201276530184193,Noida, finally imposed  on  countries. The reality check begins for the world &amp; those who thought it's all his election gimmick. US will also get a reality check in coming months. The World order as it existed for last  yrs is being demolished for a new, finally imposed  on  countries the reality check begins for the world amp those who thought its all his election gimmick us will also get a reality check in coming months the world order as it existed for last  yrs is being demolished for a new,finally imposed countries reality check begins world amp thought election gimmick reality check coming months world order existed yrs demolished new,finally impose country reality check begin world amp think election gimmick reality check come month world order exist yrs demolish new
3/4/25,"After Trump's 26% reciprocal tariff, India's stock market dropped by 500 points.

The impact of the tariff has started to show.

#stockmarketcrash #TrumpTariff",1407587985059565568,Home,"After Trump's % reciprocal tariff, India's stock market dropped by  points.

The impact of the tariff has started to show.

 ","after trumps  reciprocal tariff indias stock market dropped by  points

the impact of the tariff has started to show

 ",trumps reciprocal tariff indias stock market dropped points impact tariff started,trump reciprocal tariff indias stock market drop point impact tariff start
3/4/25,#TrumpTariff here.,825657408819175426,"New Delhi, India", here., here,,
3/4/25,"Breaking; #DonaldTrump has imposed 10% #tariffs on Westeros, 25% on Middle Earth but an unexpected 56% tariff on Narnia due to the imbalance in imports of Turkish Delight!

#TrumpRecession #TrumpTariff #Depression",399536607,Great Wittering,"Breaking;  has imposed %  on Westeros, % on Middle Earth but an unexpected % tariff on Narnia due to the imbalance in imports of Turkish Delight!

  ","breaking  has imposed   on westeros  on middle earth but an unexpected  tariff on narnia due to the imbalance in imports of turkish delight

  ",breaking imposed westeros middle earth unexpected tariff narnia imbalance imports turkish delight,break impose westeros middle earth unexpected tariff narnia imbalance import turkish delight
3/4/25,"@TLav_00 @emilyhewertson Absolutely, the main UK exports to US are hit by the same tariff as EU.",1877844488833675265,,"  Absolutely, the main UK exports to US are hit by the same tariff as EU.",  absolutely the main uk exports to us are hit by the same tariff as eu,absolutely main uk exports hit tariff eu,absolutely main uk export hit tariff eu
3/4/25,"@CuriousPejjy It already got 50% discount few weeks before, mentally digest the bottom before the tariff start. Thatâs explain EM call us â hang onto your stockâ last week :)",1296616955286175744,," It already got % discount few weeks before, mentally digest the bottom before the tariff start. Thats explain EM call us  hang onto your stock last week :)", it already got  discount few weeks before mentally digest the bottom before the tariff start thats explain em call us  hang onto your stock last week ,got discount weeks mentally digest tariff start thats explain em hang stock week,get discount week mentally digest tariff start thats explain em hang stock week
3/4/25,"@Damaan4u33 Yep. And whatever he says this IS a trade war. The UK imposed a 4% tariff on US goods and services. 

Trump responded with over double that (10%).

We are preparing to impose a tariff in response.

= Trade war.",1898366032802152448,World," Yep. And whatever he says this IS a trade war. The UK imposed a % tariff on US goods and services. 

Trump responded with over double that (%).

We are preparing to impose a tariff in response.

= Trade war."," yep and whatever he says this is a trade war the uk imposed a  tariff on us goods and services 

trump responded with over double that 

we are preparing to impose a tariff in response

 trade war",yep says trade war uk imposed tariff goods services trump responded double preparing impose tariff response trade war,yep say trade war uk impose tariff good service trump respond double prepare impose tariff response trade war
3/4/25,"@SpencerHakimian This is how it would really work.

It costs $2 to make a shirt in Vietnam.

Walmart would see if they can find a company in the US to make shirts for less than the $2 plus Tariff. ($3)

Walmart can't find a place so they say we'll buy the $3.00 shirts

Walmart potentially loses",1518741936491823104,," This is how it would really work.

It costs $ to make a shirt in Vietnam.

Walmart would see if they can find a company in the US to make shirts for less than the $ plus Tariff. ($)

Walmart can't find a place so they say we'll buy the $. shirts

Walmart potentially loses"," this is how it would really work

it costs  to make a shirt in vietnam

walmart would see if they can find a company in the us to make shirts for less than the  plus tariff 

walmart cant find a place so they say well buy the  shirts

walmart potentially loses",really work costs make shirt vietnam walmart company make shirts plus tariff walmart place say buy shirts walmart potentially loses,really work cost make shirt vietnam walmart company make shirt plus tariff walmart place say buy shirt walmart potentially loses
3/4/25,@ThomasSowell So the US just bends over and takes it up the butt but itâs ok for all others to tariff us??  Ah ok got it. Makes sense.   NOT,1880679036583661572,"Texas, USA", So the US just bends over and takes it up the butt but its ok for all others to tariff us??  Ah ok got it. Makes sense.   NOT, so the us just bends over and takes it up the butt but its ok for all others to tariff us  ah ok got it makes sense   not,just bends takes butt ok tariff ah ok got makes sense,just bend take butt ok tariff ah ok get make sense
3/4/25,"@SkyNewsAust Rubbish. Every single country got a tariff so far except Russia.  It's a negotiating tactic... you know: The mafia stand over men trying to squeeze something out of you.
Albanese wants to hand over critical minerals, Dutton will also horse trade.  US not an ally in true sense.",1096990568679333890,The planet of the insane: 3rd planet along," Rubbish. Every single country got a tariff so far except Russia.  It's a negotiating tactic... you know: The mafia stand over men trying to squeeze something out of you.
Albanese wants to hand over critical minerals, Dutton will also horse trade.  US not an ally in true sense."," rubbish every single country got a tariff so far except russia  its a negotiating tactic you know the mafia stand over men trying to squeeze something out of you
albanese wants to hand over critical minerals dutton will also horse trade  us not an ally in true sense",rubbish single country got tariff far russia negotiating tactic know mafia stand men trying squeeze albanese wants hand critical minerals dutton horse trade ally true sense,rubbish single country get tariff far russia negotiate tactic know mafia stand men try squeeze albanese want hand critical mineral dutton horse trade ally true sense
3/4/25,"Trump imposes 17 percent tariff on Israel, potentially impacting machinery and medical equipment exports

https://t.co/246jsiHToq",2380259108,London,"Trump imposes  percent tariff on Israel, potentially impacting machinery and medical equipment exports

","trump imposes  percent tariff on israel potentially impacting machinery and medical equipment exports

",trump imposes percent tariff israel potentially impacting machinery medical equipment exports,trump imposes percent tariff israel potentially impacting machinery medical equipment export
3/4/25,"Canada - Weâve never had US imports for that product that exceeded $7B year so we are only going to tariff that product if imports exceed $10B.

Trump - sounds fair but we are still going to tariff you 25% for every Canadian import starting with the first dollar.",984188065,,"Canada - Weve never had US imports for that product that exceeded $B year so we are only going to tariff that product if imports exceed $B.

Trump - sounds fair but we are still going to tariff you % for every Canadian import starting with the first dollar.","canada  weve never had us imports for that product that exceeded b year so we are only going to tariff that product if imports exceed b

trump  sounds fair but we are still going to tariff you  for every canadian import starting with the first dollar",canada weve imports product exceeded b year going tariff product imports exceed b trump sounds fair going tariff canadian import starting dollar,canada weve import product exceed b year go tariff product import exceed b trump sound fair go tariff canadian import start dollar
3/4/25,"@RapidResponse47 @StephenM https://t.co/eMunrphVAH
France's Macron calls for suspension of investment in US after tariffs
https://t.co/Y42lm804CY
Germany and France Push for More Aggressive Tariff Response https://t.co/6a6v40w392",864487498935787520,,"  
France's Macron calls for suspension of investment in US after tariffs

Germany and France Push for More Aggressive Tariff Response ","  
frances macron calls for suspension of investment in us after tariffs

germany and france push for more aggressive tariff response ",frances macron calls suspension investment tariffs germany france push aggressive tariff response,france macron call suspension investment tariff germany france push aggressive tariff response
3/4/25,@CalltoActivism I assume they would have fair tariff or no tariff against each other if it's going to work. Then one begs the question why couldn't they just accept US proposal for fair tarrif trade?,1598836991642173448,, I assume they would have fair tariff or no tariff against each other if it's going to work. Then one begs the question why couldn't they just accept US proposal for fair tarrif trade?, i assume they would have fair tariff or no tariff against each other if its going to work then one begs the question why couldnt they just accept us proposal for fair tarrif trade,assume fair tariff tariff going work begs question just accept proposal fair tarrif trade,assume fair tariff tariff go work begs question just accept proposal fair tarrif trade
3/4/25,"@MilaLovesJoe Things that are bullshit on the internet today : this 
Japan only allows 770k tons of rice to be imported from anywhere. 
Tariff free. 
The US sends 350k - 50% of the entire allowable. 
Tariff free. 
There is no 700% because it only applies to +770k tons. Which doesnât happen",1725020143389179904,," Things that are bullshit on the internet today : this 
Japan only allows k tons of rice to be imported from anywhere. 
Tariff free. 
The US sends k - % of the entire allowable. 
Tariff free. 
There is no % because it only applies to +k tons. Which doesnt happen"," things that are bullshit on the internet today  this 
japan only allows k tons of rice to be imported from anywhere 
tariff free 
the us sends k   of the entire allowable 
tariff free 
there is no  because it only applies to k tons which doesnt happen",things bullshit internet today japan allows k tons rice imported tariff free sends k entire allowable tariff free applies k tons doesnt happen,thing bullshit internet today japan allow k ton rice import tariff free sends k entire allowable tariff free applies k ton doesnt happen
3/4/25,"As your 401k plummets, @GovMikeKehoe @SenEricSchmitt hero @realDonaldTrump celebrates by golfing https://t.co/mkiMLcJalq

Maybe because @realDonaldTrump is using @WhiteHouse stay to grift executive order pens and other goods.

Americans are paying for the tariff disaster, again,",13920982,"Kansas City, Missouri","As your k plummets,   hero  celebrates by golfing 

Maybe because  is using  stay to grift executive order pens and other goods.

Americans are paying for the tariff disaster, again,","as your k plummets   hero  celebrates by golfing 

maybe because  is using  stay to grift executive order pens and other goods

americans are paying for the tariff disaster again",k plummets hero celebrates golfing maybe using stay grift executive order pens goods americans paying tariff disaster,k plummet hero celebrates golf maybe use stay grift executive order pen good american pay tariff disaster
